Month,Franchise,Brand,Region,Cluster,Country,Currency,Sales_Local,Sales_USD,Units,Budget_USD
2024-01-01,Franchise A,Brand B,APAC,Oceania,Australia,AUD,12149.36,7993.0,324,8559.41
2024-01-01,Franchise A,Brand C,APAC,Oceania,Australia,AUD,15914.4,10470.0,437,10459.19
2024-01-01,Franchise B,Brand D,APAC,Oceania,Australia,AUD,29281.28,19264.0,483,18840.51
2024-01-01,Franchise B,Brand E,APAC,Oceania,Australia,AUD,15811.04,10402.0,84,10802.44
2024-01-01,Franchise B,Brand F,APAC,Oceania,Australia,AUD,16399.28,10789.0,110,11732.2
2024-01-01,Franchise C,Brand G,APAC,Oceania,Australia,AUD,12398.64,8157.0,237,8467.99
2024-01-01,Franchise A,Brand A,EMEA,Western Europe,UK,GBP,14769.3,18935.0,490,18804.64
2024-01-01,Franchise A,Brand B,EMEA,Western Europe,UK,GBP,10875.54,13943.0,448,13825.85
2024-01-01,Franchise A,Brand C,EMEA,Western Europe,UK,GBP,8145.54,10443.0,452,10827.52
2024-01-01,Franchise B,Brand D,EMEA,Western Europe,UK,GBP,6244.68,8006.0,78,7383.42
2024-01-01,Franchise B,Brand E,EMEA,Western Europe,UK,GBP,5673.72,7274.0,142,6872.8
2024-01-01,Franchise B,Brand F,EMEA,Western Europe,UK,GBP,10336.56,13252.0,279,11928.74
2024-01-01,Franchise C,Brand G,EMEA,Western Europe,UK,GBP,12004.2,15390.0,237,14098.75
2024-01-01,Franchise A,Brand A,EMEA,DACH,Germany,EUR,11833.04,12862.0,92,12894.7
2024-01-01,Franchise A,Brand B,EMEA,DACH,Germany,EUR,13636.24,14822.0,112,15927.41
2024-01-01,Franchise A,Brand C,EMEA,DACH,Germany,EUR,10519.28,11434.0,195,12125.11
2024-01-01,Franchise B,Brand D,EMEA,DACH,Germany,EUR,6206.32,6746.0,70,6963.48
2024-01-01,Franchise B,Brand E,EMEA,DACH,Germany,EUR,6572.48,7144.0,375,7678.51
2024-01-01,Franchise B,Brand F,EMEA,DACH,Germany,EUR,10461.32,11371.0,113,10418.15
2024-01-01,Franchise C,Brand G,EMEA,DACH,Germany,EUR,5091.28,5534.0,112,5896.0
2024-01-01,Franchise A,Brand A,EMEA,Middle East,UAE,AED,18984.91,5173.0,382,4687.27
2024-01-01,Franchise A,Brand B,EMEA,Middle East,UAE,AED,29704.98,8094.0,138,7509.02
2024-01-01,Franchise A,Brand C,EMEA,Middle East,UAE,AED,40634.24,11072.0,405,11925.1
2024-01-01,Franchise B,Brand D,EMEA,Middle East,UAE,AED,28508.56,7768.0,279,7964.19
2024-01-01,Franchise B,Brand E,EMEA,Middle East,UAE,AED,69689.63,18989.0,296,17177.44
2024-01-01,Franchise B,Brand F,EMEA,Middle East,UAE,AED,52539.72,14316.0,202,14384.59
2024-01-01,Franchise C,Brand G,EMEA,Middle East,UAE,AED,37364.27,10181.0,280,9710.54
2024-02-01,Franchise A,Brand A,North America,US/CAN,USA,USD,10023.0,10023.0,174,10615.98
2024-02-01,Franchise A,Brand B,North America,US/CAN,USA,USD,11860.0,11860.0,245,11122.47
2024-02-01,Franchise A,Brand C,North America,US/CAN,USA,USD,11390.0,11390.0,261,11348.4
2024-02-01,Franchise B,Brand D,North America,US/CAN,USA,USD,9931.0,9931.0,219,10448.27
2024-02-01,Franchise B,Brand E,North America,US/CAN,USA,USD,6702.0,6702.0,359,7206.47
2024-02-01,Franchise B,Brand F,North America,US/CAN,USA,USD,9780.0,9780.0,386,9015.58
2024-02-01,Franchise C,Brand G,North America,US/CAN,USA,USD,8631.0,8631.0,291,8601.08
2024-02-01,Franchise A,Brand A,North America,US/CAN,Canada,CAD,17919.36,13176.0,336,12713.44
2024-02-01,Franchise A,Brand B,North America,US/CAN,Canada,CAD,15664.48,11518.0,67,12064.18
2024-02-01,Franchise A,Brand C,North America,US/CAN,Canada,CAD,26547.2,19520.0,393,20937.56
2024-02-01,Franchise B,Brand D,North America,US/CAN,Canada,CAD,25532.64,18774.0,337,17944.22
2024-02-01,Franchise B,Brand E,North America,US/CAN,Canada,CAD,15047.04,11064.0,301,10261.2
2024-02-01,Franchise B,Brand F,North America,US/CAN,Canada,CAD,18471.52,13582.0,348,13816.89
2024-02-01,Franchise C,Brand G,North America,US/CAN,Canada,CAD,15183.04,11164.0,196,11370.15
2024-02-01,Franchise A,Brand A,LATAM,Southern Cone,Brazil,BRL,45660.3,8953.0,281,9044.68
2024-02-01,Franchise A,Brand B,LATAM,Southern Cone,Brazil,BRL,26826.0,5260.0,230,5173.79
2024-02-01,Franchise A,Brand C,LATAM,Southern Cone,Brazil,BRL,61873.2,12132.0,391,12312.81
2024-02-01,Franchise B,Brand D,LATAM,Southern Cone,Brazil,BRL,64101.9,12569.0,227,12620.7
2024-02-01,Franchise B,Brand E,LATAM,Southern Cone,Brazil,BRL,47781.9,9369.0,63,8860.71
2024-02-01,Franchise B,Brand F,LATAM,Southern Cone,Brazil,BRL,45486.9,8919.0,269,8216.55
2024-02-01,Franchise C,Brand G,LATAM,Southern Cone,Brazil,BRL,81013.5,15885.0,444,14705.57
2024-02-01,Franchise A,Brand A,LATAM,Southern Cone,Mexico,MXN,113477.0,6235.0,223,6345.24
2024-02-01,Franchise A,Brand B,LATAM,Southern Cone,Mexico,MXN,119792.4,6582.0,89,6303.99
2024-02-01,Franchise A,Brand C,LATAM,Southern Cone,Mexico,MXN,300063.4,16487.0,133,16413.75
2024-02-01,Franchise B,Brand D,LATAM,Southern Cone,Mexico,MXN,303630.6,16683.0,339,16424.31
2024-02-01,Franchise B,Brand E,LATAM,Southern Cone,Mexico,MXN,252252.0,13860.0,312,13635.29
2024-02-01,Franchise B,Brand F,LATAM,Southern Cone,Mexico,MXN,314095.6,17258.0,219,18539.74
2024-02-01,Franchise C,Brand G,LATAM,Southern Cone,Mexico,MXN,192192.0,10560.0,257,10853.48
2024-02-01,Franchise A,Brand A,APAC,SE Asia,Singapore,SGD,7311.6,5416.0,384,4875.0
2024-02-01,Franchise A,Brand B,APAC,SE Asia,Singapore,SGD,15056.55,11153.0,209,10608.38
2024-02-01,Franchise A,Brand C,APAC,SE Asia,Singapore,SGD,21768.75,16125.0,456,15238.24
2024-02-01,Franchise B,Brand D,APAC,SE Asia,Singapore,SGD,18185.85,13471.0,253,13396.68
2024-02-01,Franchise B,Brand E,APAC,SE Asia,Singapore,SGD,14156.1,10486.0,367,9717.33
2024-02-01,Franchise B,Brand F,APAC,SE Asia,Singapore,SGD,16506.45,12227.0,138,11019.91
2024-02-01,Franchise C,Brand G,APAC,SE Asia,Singapore,SGD,9628.2,7132.0,321,7137.95
2024-02-01,Franchise A,Brand A,APAC,SE Asia,India,INR,1385098.0,16588.0,355,17034.55
2024-02-01,Franchise A,Brand B,APAC,SE Asia,India,INR,1063539.5,12737.0,306,13834.61
2024-02-01,Franchise A,Brand C,APAC,SE Asia,India,INR,926766.5,11099.0,229,10617.42
2024-02-01,Franchise B,Brand D,APAC,SE Asia,India,INR,1215259.0,14554.0,64,15197.1
2024-02-01,Franchise B,Brand E,APAC,SE Asia,India,INR,1019451.5,12209.0,142,11259.5
2024-02-01,Franchise B,Brand F,APAC,SE Asia,India,INR,648795.0,7770.0,103,7612.93
2024-02-01,Franchise C,Brand G,APAC,SE Asia,India,INR,426601.5,5109.0,173,5455.28
2024-02-01,Franchise A,Brand A,APAC,Oceania,Australia,AUD,16841.6,11080.0,472,10671.78
2024-02-01,Franchise A,Brand B,APAC,Oceania,Australia,AUD,26723.12,17581.0,97,17431.44
2024-02-01,Franchise A,Brand C,APAC,Oceania,Australia,AUD,13494.56,8878.0,191,8771.44
2024-02-01,Franchise B,Brand D,APAC,Oceania,Australia,AUD,8616.88,5669.0,468,5372.42
2024-02-01,Franchise B,Brand E,APAC,Oceania,Australia,AUD,27335.68,17984.0,60,17135.0
2024-02-01,Franchise B,Brand F,APAC,Oceania,Australia,AUD,15494.88,10194.0,477,9366.93
2024-02-01,Franchise C,Brand G,APAC,Oceania,Australia,AUD,26565.04,17477.0,245,15777.45
2024-02-01,Franchise A,Brand A,EMEA,Western Europe,UK,GBP,14685.06,18827.0,347,19115.75
2024-02-01,Franchise A,Brand B,EMEA,Western Europe,UK,GBP,11395.8,14610.0,224,15977.09
2024-02-01,Franchise A,Brand C,EMEA,Western Europe,UK,GBP,10688.34,13703.0,186,13831.45
2024-02-01,Franchise B,Brand D,EMEA,Western Europe,UK,GBP,10821.72,13874.0,153,13988.71
2024-02-01,Franchise B,Brand E,EMEA,Western Europe,UK,GBP,11287.38,14471.0,136,15889.56
2024-02-01,Franchise B,Brand F,EMEA,Western Europe,UK,GBP,11690.64,14988.0,422,16024.25
2024-02-01,Franchise C,Brand G,EMEA,Western Europe,UK,GBP,11299.86,14487.0,324,13060.81
2024-02-01,Franchise A,Brand A,EMEA,DACH,Germany,EUR,8850.4,9620.0,470,9617.05
2024-02-01,Franchise A,Brand B,EMEA,DACH,Germany,EUR,9460.36,10283.0,321,9789.11
2024-02-01,Franchise A,Brand C,EMEA,DACH,Germany,EUR,15474.4,16820.0,55,15933.65
2024-02-01,Franchise B,Brand D,EMEA,DACH,Germany,EUR,16663.04,18112.0,329,19430.35
2024-02-01,Franchise B,Brand E,EMEA,DACH,Germany,EUR,11545.08,12549.0,203,12820.14
2024-02-01,Franchise B,Brand F,EMEA,DACH,Germany,EUR,17616.16,19148.0,327,17481.29
2024-02-01,Franchise C,Brand G,EMEA,DACH,Germany,EUR,9154.0,9950.0,383,10514.34
2024-02-01,Franchise A,Brand A,EMEA,Middle East,UAE,AED,57560.28,15684.0,86,15185.02
2024-02-01,Franchise A,Brand B,EMEA,Middle East,UAE,AED,41793.96,11388.0,426,10934.76
2024-02-01,Franchise A,Brand C,EMEA,Middle East,UAE,AED,34057.6,9280.0,325,9910.37
2024-02-01,Franchise B,Brand D,EMEA,Middle East,UAE,AED,40278.25,10975.0,51,10960.23
2024-02-01,Franchise B,Brand E,EMEA,Middle East,UAE,AED,43511.52,11856.0,132,12654.0
2024-02-01,Franchise B,Brand F,EMEA,Middle East,UAE,AED,48840.36,13308.0,390,12585.34
2024-02-01,Franchise C,Brand G,EMEA,Middle East,UAE,AED,64797.52,17656.0,294,18720.45
2024-03-01,Franchise A,Brand A,North America,US/CAN,USA,USD,8528.0,8528.0,273,8152.76
2024-03-01,Franchise A,Brand B,North America,US/CAN,USA,USD,13922.0,13922.0,255,14560.14
2024-03-01,Franchise A,Brand C,North America,US/CAN,USA,USD,8448.0,8448.0,56,8234.51
2024-03-01,Franchise B,Brand D,North America,US/CAN,USA,USD,8808.0,8808.0,228,8380.63
2024-03-01,Franchise B,Brand E,North America,US/CAN,USA,USD,6334.0,6334.0,295,6170.64
2024-03-01,Franchise B,Brand F,North America,US/CAN,USA,USD,10538.0,10538.0,396,10189.5
2024-03-01,Franchise C,Brand G,North America,US/CAN,USA,USD,7200.0,7200.0,145,7280.96
2024-03-01,Franchise A,Brand A,North America,US/CAN,Canada,CAD,21400.96,15736.0,122,16974.19
2024-03-01,Franchise A,Brand B,North America,US/CAN,Canada,CAD,20500.64,15074.0,195,14403.73
2024-03-01,Franchise A,Brand C,North America,US/CAN,Canada,CAD,14538.4,10690.0,442,11030.12
2024-03-01,Franchise B,Brand D,North America,US/CAN,Canada,CAD,6838.08,5028.0,63,4798.78
2024-03-01,Franchise B,Brand E,North America,US/CAN,Canada,CAD,26080.72,19177.0,53,17711.6
2024-03-01,Franchise B,Brand F,North America,US/CAN,Canada,CAD,7882.56,5796.0,380,6111.65
2024-03-01,Franchise C,Brand G,North America,US/CAN,Canada,CAD,15402.0,11325.0,460,11578.4
2024-03-01,Franchise A,Brand A,LATAM,Southern Cone,Brazil,BRL,64637.4,12674.0,161,12277.26
2024-03-01,Franchise A,Brand B,LATAM,Southern Cone,Brazil,BRL,42896.1,8411.0,145,8186.52
2024-03-01,Franchise A,Brand C,LATAM,Southern Cone,Brazil,BRL,43452.0,8520.0,237,7720.07
2024-03-01,Franchise B,Brand D,LATAM,Southern Cone,Brazil,BRL,72858.6,14286.0,105,15428.71
2024-03-01,Franchise B,Brand E,LATAM,Southern Cone,Brazil,BRL,71333.7,13987.0,131,13149.21
2024-03-01,Franchise B,Brand F,LATAM,Southern Cone,Brazil,BRL,44094.6,8646.0,283,8282.89
2024-03-01,Franchise C,Brand G,LATAM,Southern Cone,Brazil,BRL,77076.3,15113.0,221,13950.39
2024-03-01,Franchise A,Brand A,LATAM,Southern Cone,Mexico,MXN,158594.8,8714.0,329,8158.95
2024-03-01,Franchise A,Brand B,LATAM,Southern Cone,Mexico,MXN,166566.4,9152.0,298,8503.38
2024-03-01,Franchise A,Brand C,LATAM,Southern Cone,Mexico,MXN,188315.4,10347.0,209,10699.1
2024-03-01,Franchise B,Brand D,LATAM,Southern Cone,Mexico,MXN,105469.0,5795.0,486,5267.07
2024-03-01,Franchise B,Brand E,LATAM,Southern Cone,Mexico,MXN,359868.6,19773.0,455,19616.53
2024-03-01,Franchise B,Brand F,LATAM,Southern Cone,Mexico,MXN,103157.6,5668.0,292,5142.06
2024-03-01,Franchise C,Brand G,LATAM,Southern Cone,Mexico,MXN,260059.8,14289.0,272,13054.09
2024-03-01,Franchise A,Brand A,APAC,SE Asia,Singapore,SGD,11857.05,8783.0,322,8536.9
2024-03-01,Franchise A,Brand B,APAC,SE Asia,Singapore,SGD,16966.8,12568.0,474,11539.22
2024-03-01,Franchise A,Brand C,APAC,SE Asia,Singapore,SGD,16302.6,12076.0,162,11166.65
2024-03-01,Franchise B,Brand D,APAC,SE Asia,Singapore,SGD,21936.15,16249.0,466,16675.25
2024-03-01,Franchise B,Brand E,APAC,SE Asia,Singapore,SGD,9113.85,6751.0,419,6170.05
2024-03-01,Franchise B,Brand F,APAC,SE Asia,Singapore,SGD,6933.6,5136.0,246,4908.73
2024-03-01,Franchise C,Brand G,APAC,SE Asia,Singapore,SGD,18013.05,13343.0,133,13256.39
2024-03-01,Franchise A,Brand A,APAC,SE Asia,India,INR,614142.5,7355.0,487,7668.98
2024-03-01,Franchise A,Brand B,APAC,SE Asia,India,INR,1177767.5,14105.0,353,14187.07
2024-03-01,Franchise A,Brand C,APAC,SE Asia,India,INR,681443.5,8161.0,205,8452.09
2024-03-01,Franchise B,Brand D,APAC,SE Asia,India,INR,598361.0,7166.0,91,6470.02
2024-03-01,Franchise B,Brand E,APAC,SE Asia,India,INR,814375.5,9753.0,329,9380.49
2024-03-01,Franchise B,Brand F,APAC,SE Asia,India,INR,968266.0,11596.0,374,11341.21
2024-03-01,Franchise C,Brand G,APAC,SE Asia,India,INR,506344.0,6064.0,66,5488.18
2024-03-01,Franchise A,Brand A,APAC,Oceania,Australia,AUD,9536.48,6274.0,359,6019.41
2024-03-01,Franchise A,Brand B,APAC,Oceania,Australia,AUD,20538.24,13512.0,284,14286.55
2024-03-01,Franchise A,Brand C,APAC,Oceania,Australia,AUD,13182.96,8673.0,196,8195.86
2024-03-01,Franchise B,Brand D,APAC,Oceania,Australia,AUD,12895.68,8484.0,168,7739.74
2024-03-01,Franchise B,Brand E,APAC,Oceania,Australia,AUD,10548.8,6940.0,152,7486.6
2024-03-01,Franchise B,Brand F,APAC,Oceania,Australia,AUD,19682.48,12949.0,280,12290.71
2024-03-01,Franchise C,Brand G,APAC,Oceania,Australia,AUD,15859.68,10434.0,357,9730.62
2024-03-01,Franchise A,Brand A,EMEA,Western Europe,UK,GBP,12820.08,16436.0,300,15694.59
2024-03-01,Franchise A,Brand B,EMEA,Western Europe,UK,GBP,5552.82,7119.0,313,6672.16
2024-03-01,Franchise A,Brand C,EMEA,Western Europe,UK,GBP,12090.0,15500.0,216,15875.59
2024-03-01,Franchise B,Brand D,EMEA,Western Europe,UK,GBP,6325.02,8109.0,206,8665.85
2024-03-01,Franchise B,Brand E,EMEA,Western Europe,UK,GBP,14733.42,18889.0,198,19297.63
2024-03-01,Franchise B,Brand F,EMEA,Western Europe,UK,GBP,5243.16,6722.0,452,7277.57
2024-03-01,Franchise C,Brand G,EMEA,Western Europe,UK,GBP,15205.32,19494.0,156,19137.68
2024-03-01,Franchise A,Brand A,EMEA,DACH,Germany,EUR,5629.48,6119.0,377,5937.84
2024-03-01,Franchise A,Brand B,EMEA,DACH,Germany,EUR,7212.8,7840.0,221,8340.14
2024-03-01,Franchise A,Brand C,EMEA,DACH,Germany,EUR,5531.96,6013.0,497,6280.54
2024-03-01,Franchise B,Brand D,EMEA,DACH,Germany,EUR,16283.08,17699.0,382,18301.11
2024-03-01,Franchise B,Brand E,EMEA,DACH,Germany,EUR,9047.28,9834.0,438,10560.26
2024-03-01,Franchise B,Brand F,EMEA,DACH,Germany,EUR,13477.08,14649.0,209,13383.87
2024-03-01,Franchise C,Brand G,EMEA,DACH,Germany,EUR,4991.0,5425.0,145,5303.91
2024-03-01,Franchise A,Brand A,EMEA,Middle East,UAE,AED,40403.03,11009.0,398,10938.61
2024-03-01,Franchise A,Brand B,EMEA,Middle East,UAE,AED,26086.36,7108.0,471,6632.13
2024-03-01,Franchise A,Brand C,EMEA,Middle East,UAE,AED,60918.33,16599.0,119,17090.17
2024-03-01,Franchise B,Brand D,EMEA,Middle East,UAE,AED,22673.26,6178.0,274,6550.56
2024-03-01,Franchise B,Brand E,EMEA,Middle East,UAE,AED,41096.66,11198.0,81,10910.42
2024-03-01,Franchise B,Brand F,EMEA,Middle East,UAE,AED,54503.17,14851.0,462,13594.29
2024-03-01,Franchise C,Brand G,EMEA,Middle East,UAE,AED,56187.7,15310.0,351,16472.54
2024-04-01,Franchise A,Brand A,North America,US/CAN,USA,USD,7511.0,7511.0,463,8113.75
2024-04-01,Franchise A,Brand B,North America,US/CAN,USA,USD,17416.0,17416.0,249,18676.24
2024-04-01,Franchise A,Brand C,North America,US/CAN,USA,USD,15655.0,15655.0,396,15117.24
2024-04-01,Franchise B,Brand D,North America,US/CAN,USA,USD,18450.0,18450.0,485,19993.69
2024-04-01,Franchise B,Brand E,North America,US/CAN,USA,USD,19004.0,19004.0,499,18479.23
2024-04-01,Franchise B,Brand F,North America,US/CAN,USA,USD,5904.0,5904.0,265,6453.49
2024-04-01,Franchise C,Brand G,North America,US/CAN,USA,USD,10244.0,10244.0,297,10628.66
2024-04-01,Franchise A,Brand A,North America,US/CAN,Canada,CAD,23908.8,17580.0,206,16061.98
2024-04-01,Franchise A,Brand B,North America,US/CAN,Canada,CAD,17825.52,13107.0,245,12523.23
2024-04-01,Franchise A,Brand C,North America,US/CAN,Canada,CAD,14605.04,10739.0,352,11698.88
2024-04-01,Franchise B,Brand D,North America,US/CAN,Canada,CAD,25419.76,18691.0,408,17229.25
2024-04-01,Franchise B,Brand E,North America,US/CAN,Canada,CAD,20757.68,15263.0,494,16555.65
2024-04-01,Franchise B,Brand F,North America,US/CAN,Canada,CAD,21368.32,15712.0,398,14569.89
2024-04-01,Franchise C,Brand G,North America,US/CAN,Canada,CAD,17537.2,12895.0,63,12360.89
2024-04-01,Franchise A,Brand A,LATAM,Southern Cone,Brazil,BRL,32063.7,6287.0,364,6325.52
2024-04-01,Franchise A,Brand B,LATAM,Southern Cone,Brazil,BRL,26611.8,5218.0,249,4994.65
2024-04-01,Franchise A,Brand C,LATAM,Southern Cone,Brazil,BRL,65601.3,12863.0,90,13549.06
2024-04-01,Franchise B,Brand D,LATAM,Southern Cone,Brazil,BRL,35541.9,6969.0,440,7092.35
2024-04-01,Franchise B,Brand E,LATAM,Southern Cone,Brazil,BRL,86572.5,16975.0,410,17261.86
2024-04-01,Franchise B,Brand F,LATAM,Southern Cone,Brazil,BRL,70910.4,13904.0,237,14190.09
2024-04-01,Franchise C,Brand G,LATAM,Southern Cone,Brazil,BRL,88714.5,17395.0,124,18309.43
2024-04-01,Franchise A,Brand A,LATAM,Southern Cone,Mexico,MXN,323159.2,17756.0,395,17028.79
2024-04-01,Franchise A,Brand B,LATAM,Southern Cone,Mexico,MXN,312330.2,17161.0,450,17692.98
2024-04-01,Franchise A,Brand C,LATAM,Southern Cone,Mexico,MXN,340303.6,18698.0,101,20262.44
2024-04-01,Franchise B,Brand D,LATAM,Southern Cone,Mexico,MXN,107325.4,5897.0,427,6486.08
2024-04-01,Franchise B,Brand E,LATAM,Southern Cone,Mexico,MXN,357939.4,19667.0,253,20811.03
2024-04-01,Franchise B,Brand F,LATAM,Southern Cone,Mexico,MXN,295167.6,16218.0,67,14701.5
2024-04-01,Franchise C,Brand G,LATAM,Southern Cone,Mexico,MXN,127527.4,7007.0,188,6415.32
2024-04-01,Franchise A,Brand A,APAC,SE Asia,Singapore,SGD,10336.95,7657.0,77,6975.01
2024-04-01,Franchise A,Brand B,APAC,SE Asia,Singapore,SGD,19263.15,14269.0,398,14568.8
2024-04-01,Franchise A,Brand C,APAC,SE Asia,Singapore,SGD,7304.85,5411.0,355,5049.04
2024-04-01,Franchise B,Brand D,APAC,SE Asia,Singapore,SGD,21359.7,15822.0,344,14494.16
2024-04-01,Franchise B,Brand E,APAC,SE Asia,Singapore,SGD,8077.05,5983.0,414,6110.46
2024-04-01,Franchise B,Brand F,APAC,SE Asia,Singapore,SGD,14289.75,10585.0,270,9636.67
2024-04-01,Franchise C,Brand G,APAC,SE Asia,Singapore,SGD,16198.65,11999.0,401,11878.18
2024-04-01,Franchise A,Brand A,APAC,SE Asia,India,INR,673594.5,8067.0,417,7374.69
2024-04-01,Franchise A,Brand B,APAC,SE Asia,India,INR,1480538.5,17731.0,298,16220.83
2024-04-01,Franchise A,Brand C,APAC,SE Asia,India,INR,652803.0,7818.0,95,8217.47
2024-04-01,Franchise B,Brand D,APAC,SE Asia,India,INR,955240.0,11440.0,431,11104.0
2024-04-01,Franchise B,Brand E,APAC,SE Asia,India,INR,943800.5,11303.0,173,11030.56
2024-04-01,Franchise B,Brand F,APAC,SE Asia,India,INR,497910.5,5963.0,235,6349.09
2024-04-01,Franchise C,Brand G,APAC,SE Asia,India,INR,625999.5,7497.0,378,8166.1
2024-04-01,Franchise A,Brand A,APAC,Oceania,Australia,AUD,26938.96,17723.0,481,17432.91
2024-04-01,Franchise A,Brand B,APAC,Oceania,Australia,AUD,22991.52,15126.0,422,14665.85
2024-04-01,Franchise A,Brand C,APAC,Oceania,Australia,AUD,23222.56,15278.0,458,15895.17
2024-04-01,Franchise B,Brand D,APAC,Oceania,Australia,AUD,10218.96,6723.0,61,6100.3
2024-04-01,Franchise B,Brand E,APAC,Oceania,Australia,AUD,14436.96,9498.0,151,8776.8
2024-04-01,Franchise B,Brand F,APAC,Oceania,Australia,AUD,28411.84,18692.0,93,16988.18
2024-04-01,Franchise C,Brand G,APAC,Oceania,Australia,AUD,20589.92,13546.0,365,12246.55
2024-04-01,Franchise A,Brand A,EMEA,Western Europe,UK,GBP,11644.62,14929.0,363,16419.11
2024-04-01,Franchise A,Brand B,EMEA,Western Europe,UK,GBP,4974.84,6378.0,80,6895.98
2024-04-01,Franchise A,Brand C,EMEA,Western Europe,UK,GBP,10335.78,13251.0,297,14143.59
2024-04-01,Franchise B,Brand D,EMEA,Western Europe,UK,GBP,9018.36,11562.0,219,12298.97
